            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460751.500000000, A.D. 2025-Mar-17 00:00:00.0000,  2.598067441623560E+08, -1.180448129457923E+09,  6.607406857351768E+07,
2460752.500000000, A.D. 2025-Mar-18 00:00:00.0000,  2.577523203221627E+08, -1.175708061498964E+09,  6.586179385768139E+07,
2460753.500000000, A.D. 2025-Mar-19 00:00:00.0000,  2.556977508755012E+08, -1.170967329983799E+09,  6.564948188913107E+07,
2460754.500000000, A.D. 2025-Mar-20 00:00:00.0000,  2.536430351458615E+08, -1.166225929145370E+09,  6.543713231558925E+07,
2460755.500000000, A.D. 2025-Mar-21 00:00:00.0000,  2.515881724546593E+08, -1.161483853142584E+09,  6.522474477986157E+07,
2460756.500000000, A.D. 2025-Mar-22 00:00:00.0000,  2.495331621214115E+08, -1.156741096059058E+09,  6.501231891973835E+07,
2460757.500000000, A.D. 2025-Mar-23 00:00:00.0000,  2.474780034639109E+08, -1.151997651901838E+09,  6.479985436789393E+07,
2460758.500000000, A.D. 2025-Mar-24 00:00:00.0000,  2.454226957983978E+08, -1.147253514600069E+09,  6.458735075178671E+07,
2460759.500000000, A.D. 2025-Mar-25 00:00:00.0000,  2.433672384397296E+08, -1.142508678003641E+09,  6.437480769355679E+07,
2460760.500000000, A.D. 2025-Mar-26 00:00:00.0000,  2.413116307015486E+08, -1.137763135881794E+09,  6.416222480992419E+07,
2460761.500000000, A.D. 2025-Mar-27 00:00:00.0000,  2.392558718964483E+08, -1.133016881921697E+09,  6.394960171208411E+07,
2460762.500000000, A.D. 2025-Mar-28 00:00:00.0000,  2.371999613361408E+08, -1.128269909726986E+09,  6.373693800560135E+07,
2460763.500000000, A.D. 2025-Mar-29 00:00:00.0000,  2.351438983316241E+08, -1.123522212816278E+09,  6.352423329030174E+07,
2460764.500000000, A.D. 2025-Mar-30 00:00:00.0000,  2.330876821933512E+08, -1.118773784621651E+09,  6.331148716016322E+07,
2460765.500000000, A.D. 2025-Mar-31 00:00:00.0000,  2.310313122314031E+08, -1.114024618487088E+09,  6.309869920320362E+07,
2460766.500000000, A.D. 2025-Apr-01 00:00:00.0000,  2.289747877556641E+08, -1.109274707666895E+09,  6.288586900136530E+07,
2460767.500000000, A.D. 2025-Apr-02 00:00:00.0000,  2.269181080760031E+08, -1.104524045324075E+09,  6.267299613039911E+07,
2460768.500000000, A.D. 2025-Apr-03 00:00:00.0000,  2.248612725024589E+08, -1.099772624528679E+09,  6.246008015974402E+07,
2460769.500000000, A.D. 2025-Apr-04 00:00:00.0000,  2.228042803454328E+08, -1.095020438256113E+09,  6.224712065240461E+07,
2460770.500000000, A.D. 2025-Apr-05 00:00:00.0000,  2.207471309158867E+08, -1.090267479385412E+09,  6.203411716482586E+07,
2460771.500000000, A.D. 2025-Apr-06 00:00:00.0000,  2.186898235255494E+08, -1.085513740697479E+09,  6.182106924676412E+07,
2460772.500000000, A.D. 2025-Apr-07 00:00:00.0000,  2.166323574871311E+08, -1.080759214873283E+09,  6.160797644115651E+07,
2460773.500000000, A.D. 2025-Apr-08 00:00:00.0000,  2.145747321145451E+08, -1.076003894492013E+09,  6.139483828398454E+07,
2460774.500000000, A.D. 2025-Apr-09 00:00:00.0000,  2.125169467231405E+08, -1.071247772029202E+09,  6.118165430413741E+07,
2460775.500000000, A.D. 2025-Apr-10 00:00:00.0000,  2.104590006299426E+08, -1.066490839854800E+09,  6.096842402326924E+07,
2460776.500000000, A.D. 2025-Apr-11 00:00:00.0000,  2.084008931539048E+08, -1.061733090231207E+09,  6.075514695565432E+07,
2460777.500000000, A.D. 2025-Apr-12 00:00:00.0000,  2.063426236161706E+08, -1.056974515311265E+09,  6.054182260803866E+07,
2460778.500000000, A.D. 2025-Apr-13 00:00:00.0000,  2.042841913403467E+08, -1.052215107136196E+09,  6.032845047948647E+07,
2460779.500000000, A.D. 2025-Apr-14 00:00:00.0000,  2.022255956527883E+08, -1.047454857633502E+09,  6.011503006122422E+07,
2460780.500000000, A.D. 2025-Apr-15 00:00:00.0000,  2.001668358828960E+08, -1.042693758614812E+09,  5.990156083648056E+07,
2460781.500000000, A.D. 2025-Apr-16 00:00:00.0000,  1.981079113634260E+08, -1.037931801773682E+09,  5.968804228032088E+07,
2460782.500000000, A.D. 2025-Apr-17 00:00:00.0000,  1.960488214308132E+08, -1.033168978683338E+09,  5.947447385947931E+07,
2460783.500000000, A.D. 2025-Apr-18 00:00:00.0000,  1.939895654255087E+08, -1.028405280794375E+09,  5.926085503218484E+07,
2460784.500000000, A.D. 2025-Apr-19 00:00:00.0000,  1.919301426923314E+08, -1.023640699432397E+09,  5.904718524798477E+07,
2460785.500000000, A.D. 2025-Apr-20 00:00:00.0000,  1.898705525808349E+08, -1.018875225795601E+09,  5.883346394756126E+07,
2460786.500000000, A.D. 2025-Apr-21 00:00:00.0000,  1.878107944456904E+08, -1.014108850952305E+09,  5.861969056254536E+07,
2460787.500000000, A.D. 2025-Apr-22 00:00:00.0000,  1.857508676470852E+08, -1.009341565838421E+09,  5.840586451532471E+07,
2460788.500000000, A.D. 2025-Apr-23 00:00:00.0000,  1.836907715511396E+08, -1.004573361254860E+09,  5.819198521884644E+07,
2460789.500000000, A.D. 2025-Apr-24 00:00:00.0000,  1.816305055303404E+08, -9.998042278648815E+08,  5.797805207641554E+07,
2460790.500000000, A.D. 2025-Apr-25 00:00:00.0000,  1.795700689639941E+08, -9.950341561913761E+08,  5.776406448148710E+07,
2460791.500000000, A.D. 2025-Apr-26 00:00:00.0000,  1.775094612386984E+08, -9.902631366140842E+08,  5.755002181745315E+07,
2460792.500000000, A.D. 2025-Apr-27 00:00:00.0000,  1.754486817488353E+08, -9.854911593667463E+08,  5.733592345742446E+07,
2460793.500000000, A.D. 2025-Apr-28 00:00:00.0000,  1.733877298970839E+08, -9.807182145341835E+08,  5.712176876400536E+07,
2460794.500000000, A.D. 2025-Apr-29 00:00:00.0000,  1.713266050949567E+08, -9.759442920493083E+08,  5.690755708906323E+07,
2460795.500000000, A.D. 2025-Apr-30 00:00:00.0000,  1.692653067633578E+08, -9.711693816900609E+08,  5.669328777349156E+07,
2460796.500000000, A.D. 2025-May-01 00:00:00.0000,  1.672038343331660E+08, -9.663934730762715E+08,  5.647896014696640E+07,
2460797.500000000, A.D. 2025-May-02 00:00:00.0000,  1.651421872458429E+08, -9.616165556664437E+08,  5.626457352769589E+07,
2460798.500000000, A.D. 2025-May-03 00:00:00.0000,  1.630803649540673E+08, -9.568386187544594E+08,  5.605012722216326E+07,
2460799.500000000, A.D. 2025-May-04 00:00:00.0000,  1.610183669223978E+08, -9.520596514662023E+08,  5.583562052486277E+07,
2460800.500000000, A.D. 2025-May-05 00:00:00.0000,  1.589561926279640E+08, -9.472796427560956E+08,  5.562105271802688E+07,
2460801.500000000, A.D. 2025-May-06 00:00:00.0000,  1.568938415611887E+08, -9.424985814035565E+08,  5.540642307134742E+07,
2460802.500000000, A.D. 2025-May-07 00:00:00.0000,  1.548313132265418E+08, -9.377164560093567E+08,  5.519173084168768E+07,
2460803.500000000, A.D. 2025-May-08 00:00:00.0000,  1.527686071433291E+08, -9.329332549918976E+08,  5.497697527278668E+07,
2460804.500000000, A.D. 2025-May-09 00:00:00.0000,  1.507057228465154E+08, -9.281489665833853E+08,  5.476215559495372E+07,
2460805.500000000, A.D. 2025-May-10 00:00:00.0000,  1.486426598875871E+08, -9.233635788259139E+08,  5.454727102475625E+07,
2460806.500000000, A.D. 2025-May-11 00:00:00.0000,  1.465794178354542E+08, -9.185770795674443E+08,  5.433232076469553E+07,
2460807.500000000, A.D. 2025-May-12 00:00:00.0000,  1.445159962773944E+08, -9.137894564576827E+08,  5.411730400287509E+07,
2460808.500000000, A.D. 2025-May-13 00:00:00.0000,  1.424523948200431E+08, -9.090006969438509E+08,  5.390221991265744E+07,
2460809.500000000, A.D. 2025-May-14 00:00:00.0000,  1.403886130904316E+08, -9.042107882663468E+08,  5.368706765231162E+07,
2460810.500000000, A.D. 2025-May-15 00:00:00.0000,  1.383246507370754E+08, -8.994197174542892E+08,  5.347184636464936E+07,
2460811.500000000, A.D. 2025-May-16 00:00:00.0000,  1.362605074311178E+08, -8.946274713209436E+08,  5.325655517664951E+07,
2460812.500000000, A.D. 2025-May-17 00:00:00.0000,  1.341961828675302E+08, -8.898340364590230E+08,  5.304119319907254E+07,
2460813.500000000, A.D. 2025-May-18 00:00:00.0000,  1.321316767663732E+08, -8.850393992358578E+08,  5.282575952606195E+07,
2460814.500000000, A.D. 2025-May-19 00:00:00.0000,  1.300669888741218E+08, -8.802435457884282E+08,  5.261025323473412E+07,
2460815.500000000, A.D. 2025-May-20 00:00:00.0000,  1.280021189650554E+08, -8.754464620182508E+08,  5.239467338475692E+07,
2460816.500000000, A.D. 2025-May-21 00:00:00.0000,  1.259370668427168E+08, -8.706481335861133E+08,  5.217901901791430E+07,
2460817.500000000, A.D. 2025-May-22 00:00:00.0000,  1.238718323414384E+08, -8.658485459066457E+08,  5.196328915766084E+07,
2460818.500000000, A.D. 2025-May-23 00:00:00.0000,  1.218064153279370E+08, -8.610476841427211E+08,  5.174748280866379E+07,
2460819.500000000, A.D. 2025-May-24 00:00:00.0000,  1.197408157029723E+08, -8.562455331996768E+08,  5.153159895633334E+07,
2460820.500000000, A.D. 2025-May-25 00:00:00.0000,  1.176750334030673E+08, -8.514420777193491E+08,  5.131563656634232E+07,
2460821.500000000, A.D. 2025-May-26 00:00:00.0000,  1.156090684022829E+08, -8.466373020739126E+08,  5.109959458413556E+07,
2460822.500000000, A.D. 2025-May-27 00:00:00.0000,  1.135429207140407E+08, -8.418311903595268E+08,  5.088347193442836E+07,
2460823.500000000, A.D. 2025-May-28 00:00:00.0000,  1.114765903929874E+08, -8.370237263897843E+08,  5.066726752069470E+07,
2460824.500000000, A.D. 2025-May-29 00:00:00.0000,  1.094100775368945E+08, -8.322148936889708E+08,  5.045098022464427E+07,
2460825.500000000, A.D. 2025-May-30 00:00:00.0000,  1.073433822885931E+08, -8.274046754851389E+08,  5.023460890568772E+07,
2460826.500000000, A.D. 2025-May-31 00:00:00.0000,  1.052765048379448E+08, -8.225930547030107E+08,  5.001815240038785E+07,
2460827.500000000, A.D. 2025-Jun-01 00:00:00.0000,  1.032094454238593E+08, -8.177800139567155E+08,  4.980160952189401E+07,
2460828.500000000, A.D. 2025-Jun-02 00:00:00.0000,  1.011422043363716E+08, -8.129655355423721E+08,  4.958497905935752E+07,
2460829.500000000, A.D. 2025-Jun-03 00:00:00.0000,  9.907478191880049E+07, -8.081496014305202E+08,  4.936825977732575E+07,
2460830.500000000, A.D. 2025-Jun-04 00:00:00.0000,  9.700717857000960E+07, -8.033321932583944E+08,  4.915145041511002E+07,
2460831.500000000, A.D. 2025-Jun-05 00:00:00.0000,  9.493939474679525E+07, -7.985132923220375E+08,  4.893454968612811E+07,
2460832.500000000, A.D. 2025-Jun-06 00:00:00.0000,  9.287143096642193E+07, -7.936928795682311E+08,  4.871755627721766E+07,
2460833.500000000, A.D. 2025-Jun-07 00:00:00.0000,  9.080328780932292E+07, -7.888709355862272E+08,  4.850046884791929E+07,
2460834.500000000, A.D. 2025-Jun-08 00:00:00.0000,  8.873496592197795E+07, -7.840474405992562E+08,  4.828328602973148E+07,
2460835.500000000, A.D. 2025-Jun-09 00:00:00.0000,  8.666646601997562E+07, -7.792223744557904E+08,  4.806600642533562E+07,
2460836.500000000, A.D. 2025-Jun-10 00:00:00.0000,  8.459778889126328E+07, -7.743957166205395E+08,  4.784862860779190E+07,
2460837.500000000, A.D. 2025-Jun-11 00:00:00.0000,  8.252893539958543E+07, -7.695674461651614E+08,  4.763115111970717E+07,
2460838.500000000, A.D. 2025-Jun-12 00:00:00.0000,  8.045990648810942E+07, -7.647375417586693E+08,  4.741357247237414E+07,
2460839.500000000, A.D. 2025-Jun-13 00:00:00.0000,  7.839070318323845E+07, -7.599059816575282E+08,  4.719589114488298E+07,
2460840.500000000, A.D. 2025-Jun-14 00:00:00.0000,  7.632132659861170E+07, -7.550727436954243E+08,  4.697810558320388E+07,
2460841.500000000, A.D. 2025-Jun-15 00:00:00.0000,  7.425177793929411E+07, -7.502378052727013E+08,  4.676021419924080E+07,
2460842.500000000, A.D. 2025-Jun-16 00:00:00.0000,  7.218205850615977E+07, -7.454011433454555E+08,  4.654221536985517E+07,
2460843.500000000, A.D. 2025-Jun-17 00:00:00.0000,  7.011216970047460E+07, -7.405627344142816E+08,  4.632410743585801E+07,
2460844.500000000, A.D. 2025-Jun-18 00:00:00.0000,  6.804211302868654E+07, -7.357225545126600E+08,  4.610588870097002E+07,
2460845.500000000, A.D. 2025-Jun-19 00:00:00.0000,  6.597189010743219E+07, -7.308805791949805E+08,  4.588755743074721E+07,
2460846.500000000, A.D. 2025-Jun-20 00:00:00.0000,  6.390150266877121E+07, -7.260367835241880E+08,  4.566911185147130E+07,
2460847.500000000, A.D. 2025-Jun-21 00:00:00.0000,  6.183095256565997E+07, -7.211911420590452E+08,  4.545055014900237E+07,
2460848.500000000, A.D. 2025-Jun-22 00:00:00.0000,  5.976024177767815E+07, -7.163436288409970E+08,  4.523187046759263E+07,
2460849.500000000, A.D. 2025-Jun-23 00:00:00.0000,  5.768937241702190E+07, -7.114942173806281E+08,  4.501307090865940E+07,
2460850.500000000, A.D. 2025-Jun-24 00:00:00.0000,  5.561834673477869E+07, -7.066428806436999E+08,  4.479414952951577E+07,
2460851.500000000, A.D. 2025-Jun-25 00:00:00.0000,  5.354716712749980E+07, -7.017895910367500E+08,  4.457510434205520E+07,
2460852.500000000, A.D. 2025-Jun-26 00:00:00.0000,  5.147583614408678E+07, -6.969343203922472E+08,  4.435593331139174E+07,
2460853.500000000, A.D. 2025-Jun-27 00:00:00.0000,  4.940435649300980E+07, -6.920770399532795E+08,  4.413663435444957E+07,
2460854.500000000, A.D. 2025-Jun-28 00:00:00.0000,  4.733273104987595E+07, -6.872177203577626E+08,  4.391720533850291E+07,
2460855.500000000, A.D. 2025-Jun-29 00:00:00.0000,  4.526096286536717E+07, -6.823563316221546E+08,  4.369764407966280E+07,
2460856.500000000, A.D. 2025-Jun-30 00:00:00.0000,  4.318905517356808E+07, -6.774928431246556E+08,  4.347794834130874E+07,
2460857.500000000, A.D. 2025-Jul-01 00:00:00.0000,  4.111701140070525E+07, -6.726272235878769E+08,  4.325811583246273E+07,
2460858.500000000, A.D. 2025-Jul-02 00:00:00.0000,  3.904483517432052E+07, -6.677594410609610E+08,  4.303814420610312E+07,
2460859.500000000, A.D. 2025-Jul-03 00:00:00.0000,  3.697253033290236E+07, -6.628894629011343E+08,  4.281803105741662E+07,
2460860.500000000, A.D. 2025-Jul-04 00:00:00.0000,  3.490010093600061E+07, -6.580172557546706E+08,  4.259777392198458E+07,
2460861.500000000, A.D. 2025-Jul-05 00:00:00.0000,  3.282755127485101E+07, -6.531427855372468E+08,  4.237737027390155E+07,
2460862.500000000, A.D. 2025-Jul-06 00:00:00.0000,  3.075488588353813E+07, -6.482660174136703E+08,  4.215681752382293E+07,
2460863.500000000, A.D. 2025-Jul-07 00:00:00.0000,  2.868210955072599E+07, -6.433869157769526E+08,  4.193611301693887E+07,
2460864.500000000, A.D. 2025-Jul-08 00:00:00.0000,  2.660922733198905E+07, -6.385054442267148E+08,  4.171525403087112E+07,
2460865.500000000, A.D. 2025-Jul-09 00:00:00.0000,  2.453624456277562E+07, -6.336215655468919E+08,  4.149423777348989E+07,
2460866.500000000, A.D. 2025-Jul-10 00:00:00.0000,  2.246316687204019E+07, -6.287352416827191E+08,  4.127306138064590E+07,
2460867.500000000, A.D. 2025-Jul-11 00:00:00.0000,  2.039000019658215E+07, -6.238464337169746E+08,  4.105172191381648E+07,
2460868.500000000, A.D. 2025-Jul-12 00:00:00.0000,  1.831675079613014E+07, -6.189551018454525E+08,  4.083021635765967E+07,
2460869.500000000, A.D. 2025-Jul-13 00:00:00.0000,  1.624342526921534E+07, -6.140612053516401E+08,  4.060854161747304E+07,
2460870.500000000, A.D. 2025-Jul-14 00:00:00.0000,  1.417003056987728E+07, -6.091647025805750E+08,  4.038669451655424E+07,
2460871.500000000, A.D. 2025-Jul-15 00:00:00.0000,  1.209657402525079E+07, -6.042655509118522E+08,  4.016467179345688E+07,
2460872.500000000, A.D. 2025-Jul-16 00:00:00.0000,  1.002306335408397E+07, -5.993637067317564E+08,  3.994247009913900E+07,
2460873.500000000, A.D. 2025-Jul-17 00:00:00.0000,  7.949506686241118E+06, -5.944591254044895E+08,  3.972008599399889E+07,
2460874.500000000, A.D. 2025-Jul-18 00:00:00.0000,  5.875912583247186E+06, -5.895517612424644E+08,  3.949751594479236E+07,
2460875.500000000, A.D. 2025-Jul-19 00:00:00.0000,  3.802290059934308E+06, -5.846415674756370E+08,  3.927475632142839E+07,
2460876.500000000, A.D. 2025-Jul-20 00:00:00.0000,  1.728648607254960E+06, -5.797284962198437E+08,  3.905180339363524E+07,
2460877.500000000, A.D. 2025-Jul-21 00:00:00.0000, -3.450017836709212E+05, -5.748124984441190E+08,  3.882865332749385E+07,
2460878.500000000, A.D. 2025-Jul-22 00:00:00.0000, -2.418650596201582E+06, -5.698935239369552E+08,  3.860530218183014E+07,
2460879.500000000, A.D. 2025-Jul-23 00:00:00.0000, -4.492286761435467E+06, -5.649715212714813E+08,  3.838174590446278E+07,
2460880.500000000, A.D. 2025-Jul-24 00:00:00.0000, -6.565898630007309E+06, -5.600464377695228E+08,  3.815798032829767E+07,
2460881.500000000, A.D. 2025-Jul-25 00:00:00.0000, -8.639473942331970E+06, -5.551182194645162E+08,  3.793400116726390E+07,
2460882.500000000, A.D. 2025-Jul-26 00:00:00.0000, -1.071299979720299E+07, -5.501868110632434E+08,  3.770980401208338E+07,
2460883.500000000, A.D. 2025-Jul-27 00:00:00.0000, -1.278646261864796E+07, -5.452521559063570E+08,  3.748538432586744E+07,
2460884.500000000, A.D. 2025-Jul-28 00:00:00.0000, -1.485984812093599E+07, -5.403141959276652E+08,  3.726073743953273E+07,
2460885.500000000, A.D. 2025-Jul-29 00:00:00.0000, -1.693314127162637E+07, -5.353728716121451E+08,  3.703585854702795E+07,
2460886.500000000, A.D. 2025-Jul-30 00:00:00.0000, -1.900632625254025E+07, -5.304281219526568E+08,  3.681074270036408E+07,
2460887.500000000, A.D. 2025-Jul-31 00:00:00.0000, -2.107938641852911E+07, -5.254798844053290E+08,  3.658538480443907E+07,
2460888.500000000, A.D. 2025-Aug-01 00:00:00.0000, -2.315230425390749E+07, -5.205280948435885E+08,  3.635977961164793E+07,
2460889.500000000, A.D. 2025-Aug-02 00:00:00.0000, -2.522506132640674E+07, -5.155726875108098E+08,  3.613392171626982E+07,
2460890.500000000, A.D. 2025-Aug-03 00:00:00.0000, -2.729763823849926E+07, -5.106135949715601E+08,  3.590780554862159E+07,
2460891.500000000, A.D. 2025-Aug-04 00:00:00.0000, -2.937001457593200E+07, -5.056507480614200E+08,  3.568142536896878E+07,
2460892.500000000, A.D. 2025-Aug-05 00:00:00.0000, -3.144216885329893E+07, -5.006840758353615E+08,  3.545477526118314E+07,
2460893.500000000, A.D. 2025-Aug-06 00:00:00.0000, -3.351407845646998E+07, -4.957135055146695E+08,  3.522784912613711E+07,
2460894.500000000, A.D. 2025-Aug-07 00:00:00.0000, -3.558571958168350E+07, -4.907389624323957E+08,  3.500064067482293E+07,
2460895.500000000, A.D. 2025-Aug-08 00:00:00.0000, -3.765706717109700E+07, -4.857603699773417E+08,  3.477314342118698E+07,
2460896.500000000, A.D. 2025-Aug-09 00:00:00.0000, -3.972809484457752E+07, -4.807776495365685E+08,  3.454535067466670E+07,
2460897.500000000, A.D. 2025-Aug-10 00:00:00.0000, -4.179877482750011E+07, -4.757907204364420E+08,  3.431725553241870E+07,
2460898.500000000, A.D. 2025-Aug-11 00:00:00.0000, -4.386907787430817E+07, -4.707994998822272E+08,  3.408885087122646E+07,
2460899.500000000, A.D. 2025-Aug-12 00:00:00.0000, -4.593897318757442E+07, -4.658039028962526E+08,  3.386012933907515E+07,
2460900.500000000, A.D. 2025-Aug-13 00:00:00.0000, -4.800842833228584E+07, -4.608038422546786E+08,  3.363108334638190E+07,
2460901.500000000, A.D. 2025-Aug-14 00:00:00.0000, -5.007740914505902E+07, -4.557992284229136E+08,  3.340170505686918E+07,
2460902.500000000, A.D. 2025-Aug-15 00:00:00.0000, -5.214587963797606E+07, -4.507899694897299E+08,  3.317198637806842E+07,
2460903.500000000, A.D. 2025-Aug-16 00:00:00.0000, -5.421380189671261E+07, -4.457759711001545E+08,  3.294191895144355E+07,
2460904.500000000, A.D. 2025-Aug-17 00:00:00.0000, -5.628113597261278E+07, -4.407571363872170E+08,  3.271149414212109E+07,
2460905.500000000, A.D. 2025-Aug-18 00:00:00.0000, -5.834783976834577E+07, -4.357333659026627E+08,  3.248070302821659E+07,
2460906.500000000, A.D. 2025-Aug-19 00:00:00.0000, -6.041386891676154E+07, -4.307045575467566E+08,  3.224953638974632E+07,
2460907.500000000, A.D. 2025-Aug-20 00:00:00.0000, -6.247917665254243E+07, -4.256706064973317E+08,  3.201798469711418E+07,
2460908.500000000, A.D. 2025-Aug-21 00:00:00.0000, -6.454371367622866E+07, -4.206314051382617E+08,  3.178603809916462E+07,
2460909.500000000, A.D. 2025-Aug-22 00:00:00.0000, -6.660742801017419E+07, -4.155868429875733E+08,  3.155368641079357E+07,
2460910.500000000, A.D. 2025-Aug-23 00:00:00.0000, -6.867026484596926E+07, -4.105368066254507E+08,  3.132091910010967E+07,
2460911.500000000, A.D. 2025-Aug-24 00:00:00.0000, -7.073216638284191E+07, -4.054811796224267E+08,  3.108772527513960E+07,
2460912.500000000, A.D. 2025-Aug-25 00:00:00.0000, -7.279307165652749E+07, -4.004198424681057E+08,  3.085409367007360E+07,
2460913.500000000, A.D. 2025-Aug-26 00:00:00.0000, -7.485291635806890E+07, -3.953526725008117E+08,  3.062001263104685E+07,
2460914.500000000, A.D. 2025-Aug-27 00:00:00.0000, -7.691163264198461E+07, -3.902795438386188E+08,  3.038547010145630E+07,
2460915.500000000, A.D. 2025-Aug-28 00:00:00.0000, -7.896914892321421E+07, -3.852003273122749E+08,  3.015045360681365E+07,
2460916.500000000, A.D. 2025-Aug-29 00:00:00.0000, -8.102538966222626E+07, -3.801148904006029E+08,  2.991495023913901E+07,
2460917.500000000, A.D. 2025-Aug-30 00:00:00.0000, -8.308027513765173E+07, -3.750230971690309E+08,  2.967894664090441E+07,
2460918.500000000, A.D. 2025-Aug-31 00:00:00.0000, -8.513372120578796E+07, -3.699248082119811E+08,  2.944242898853961E+07,
2460919.500000000, A.D. 2025-Sep-01 00:00:00.0000, -8.718563904630798E+07, -3.648198805999363E+08,  2.920538297552134E+07,
2460920.500000000, A.D. 2025-Sep-02 00:00:00.0000, -8.923593489350471E+07, -3.597081678320966E+08,  2.896779379507245E+07,
2460921.500000000, A.D. 2025-Sep-03 00:00:00.0000, -9.128450975240350E+07, -3.545895197956485E+08,  2.872964612250675E+07,
2460922.500000000, A.D. 2025-Sep-04 00:00:00.0000, -9.333125909908748E+07, -3.494637827327955E+08,  2.849092409726454E+07,
2460923.500000000, A.D. 2025-Sep-05 00:00:00.0000, -9.537607256459884E+07, -3.443307992168269E+08,  2.825161130469362E+07,
2460924.500000000, A.D. 2025-Sep-06 00:00:00.0000, -9.741883360180834E+07, -3.391904081386653E+08,  2.801169075764343E+07,
2460925.500000000, A.D. 2025-Sep-07 00:00:00.0000, -9.945941913468447E+07, -3.340424447054898E+08,  2.777114487795168E+07,
2460926.500000000, A.D. 2025-Sep-08 00:00:00.0000, -1.014976991894457E+08, -3.288867404532165E+08,  2.752995547791843E+07,
2460927.500000000, A.D. 2025-Sep-09 00:00:00.0000, -1.035335365071475E+08, -3.237231232748174E+08,  2.728810374187744E+07,
2460928.500000000, A.D. 2025-Sep-10 00:00:00.0000, -1.055667861373424E+08, -3.185514174666617E+08,  2.704557020799500E+07,
2460929.500000000, A.D. 2025-Sep-11 00:00:00.0000, -1.075972950125616E+08, -3.133714437952955E+08,  2.680233475044511E+07,
2460930.500000000, A.D. 2025-Sep-12 00:00:00.0000, -1.096249015035020E+08, -3.081830195873125E+08,  2.655837656213406E+07,
2460931.500000000, A.D. 2025-Sep-13 00:00:00.0000, -1.116494349549722E+08, -3.029859588452212E+08,  2.631367413817199E+07,
2460932.500000000, A.D. 2025-Sep-14 00:00:00.0000, -1.136707152028528E+08, -2.977800723924848E+08,  2.606820526031998E+07,
2460933.500000000, A.D. 2025-Sep-15 00:00:00.0000, -1.156885520725733E+08, -2.925651680511852E+08,  2.582194698266897E+07,
2460934.500000000, A.D. 2025-Sep-16 00:00:00.0000, -1.177027448598986E+08, -2.873410508560531E+08,  2.557487561884537E+07,
2460935.500000000, A.D. 2025-Sep-17 00:00:00.0000, -1.197130817951646E+08, -2.821075233089010E+08,  2.532696673107268E+07,
2460936.500000000, A.D. 2025-Sep-18 00:00:00.0000, -1.217193394925047E+08, -2.768643856777911E+08,  2.507819512146090E+07,
2460937.500000000, A.D. 2025-Sep-19 00:00:00.0000, -1.237212823860797E+08, -2.716114363455635E+08,  2.482853482593840E+07,
2460938.500000000, A.D. 2025-Sep-20 00:00:00.0000, -1.257186621558639E+08, -2.663484722126329E+08,  2.457795911128719E+07,
2460939.500000000, A.D. 2025-Sep-21 00:00:00.0000, -1.277112171461616E+08, -2.610752891592197E+08,  2.432644047578971E+07,
2460940.500000000, A.D. 2025-Sep-22 00:00:00.0000, -1.296986717807309E+08, -2.557916825724149E+08,  2.407395065404519E+07,
2460941.500000000, A.D. 2025-Sep-23 00:00:00.0000, -1.316807359791873E+08, -2.504974479436579E+08,  2.382046062655997E+07,
2460942.500000000, A.D. 2025-Sep-24 00:00:00.0000, -1.336571045802410E+08, -2.451923815423303E+08,  2.356594063476118E+07,
2460943.500000000, A.D. 2025-Sep-25 00:00:00.0000, -1.356274567783018E+08, -2.398762811712097E+08,  2.331036020211905E+07,
2460944.500000000, A.D. 2025-Sep-26 00:00:00.0000, -1.375914555810441E+08, -2.345489470094722E+08,  2.305368816208372E+07,
2460945.500000000, A.D. 2025-Sep-27 00:00:00.0000, -1.395487472966504E+08, -2.292101825487648E+08,  2.279589269354037E+07,
2460946.500000000, A.D. 2025-Sep-28 00:00:00.0000, -1.414989610606155E+08, -2.238597956276040E+08,  2.253694136445475E+07,
2460947.500000000, A.D. 2025-Sep-29 00:00:00.0000, -1.434417084131385E+08, -2.184975995690758E+08,  2.227680118434831E+07,
2460948.500000000, A.D. 2025-Sep-30 00:00:00.0000, -1.453765829392690E+08, -2.131234144267443E+08,  2.201543866638292E+07,
2460949.500000000, A.D. 2025-Oct-01 00:00:00.0000, -1.473031599854796E+08, -2.077370683441930E+08,  2.175281990077931E+07,
2460950.500000000, A.D. 2025-Oct-02 00:00:00.0000, -1.492209964698225E+08, -2.023383990342153E+08,  2.148891064436770E+07,
2460951.500000000, A.D. 2025-Oct-03 00:00:00.0000, -1.511296308108167E+08, -1.969272553791159E+08,  2.122367643573216E+07,
2460952.500000000, A.D. 2025-Oct-04 00:00:00.0000, -1.530285830063401E+08, -1.915034991351531E+08,  2.095708274034227E+07,
2460953.500000000, A.D. 2025-Oct-05 00:00:00.0000, -1.549173548753500E+08, -1.860670067109167E+08,  2.068909510429963E+07,
2460954.500000000, A.D. 2025-Oct-06 00:00:00.0000, -1.567954304489980E+08, -1.806176710232889E+08,  2.041967929009806E+07,
2460955.500000000, A.D. 2025-Oct-07 00:00:00.0000, -1.586622765236920E+08, -1.751554034620832E+08,  2.014880141055094E+07,
2460956.500000000, A.D. 2025-Oct-08 00:00:00.0000, -1.605173434238743E+08, -1.696801359568019E+08,  1.987642809106452E+07,
