            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2459317.500000000, A.D. 2021-Apr-13 00:00:00.0000,  3.160182666227611E+09, -7.828440114351874E+09,  3.626999794252048E+08,
2459318.500000000, A.D. 2021-Apr-14 00:00:00.0000,  3.158171151218980E+09, -7.823831824543210E+09,  3.624944433459954E+08,
2459319.500000000, A.D. 2021-Apr-15 00:00:00.0000,  3.156159629645385E+09, -7.819223520665510E+09,  3.622889067058363E+08,
2459320.500000000, A.D. 2021-Apr-16 00:00:00.0000,  3.154148101499755E+09, -7.814615202712945E+09,  3.620833695034981E+08,
2459321.500000000, A.D. 2021-Apr-17 00:00:00.0000,  3.152136566775599E+09, -7.810006870680017E+09,  3.618778317376590E+08,
2459322.500000000, A.D. 2021-Apr-18 00:00:00.0000,  3.150125025467108E+09, -7.805398524561541E+09,  3.616722934069076E+08,
2459323.500000000, A.D. 2021-Apr-19 00:00:00.0000,  3.148113477569274E+09, -7.800790164352552E+09,  3.614667545097294E+08,
2459324.500000000, A.D. 2021-Apr-20 00:00:00.0000,  3.146101923077980E+09, -7.796181790048228E+09,  3.612612150445104E+08,
2459325.500000000, A.D. 2021-Apr-21 00:00:00.0000,  3.144090361990101E+09, -7.791573401643745E+09,  3.610556750095344E+08,
2459326.500000000, A.D. 2021-Apr-22 00:00:00.0000,  3.142078794303571E+09, -7.786964999134130E+09,  3.608501344029946E+08,
2459327.500000000, A.D. 2021-Apr-23 00:00:00.0000,  3.140067220017424E+09, -7.782356582514070E+09,  3.606445932230005E+08,
2459328.500000000, A.D. 2021-Apr-24 00:00:00.0000,  3.138055639131790E+09, -7.777748151777706E+09,  3.604390514675980E+08,
2459329.500000000, A.D. 2021-Apr-25 00:00:00.0000,  3.136044051647844E+09, -7.773139706918428E+09,  3.602335091347876E+08,
2459330.500000000, A.D. 2021-Apr-26 00:00:00.0000,  3.134032457567701E+09, -7.768531247928663E+09,  3.600279662225523E+08,
2459331.500000000, A.D. 2021-Apr-27 00:00:00.0000,  3.132020856894259E+09, -7.763922774799706E+09,  3.598224227288876E+08,
2459332.500000000, A.D. 2021-Apr-28 00:00:00.0000,  3.130009249631002E+09, -7.759314287521571E+09,  3.596168786518278E+08,
2459333.500000000, A.D. 2021-Apr-29 00:00:00.0000,  3.127997635781763E+09, -7.754705786082909E+09,  3.594113339894772E+08,
2459334.500000000, A.D. 2021-Apr-30 00:00:00.0000,  3.125986015350484E+09, -7.750097270470973E+09,  3.592057887400322E+08,
2459335.500000000, A.D. 2021-May-01 00:00:00.0000,  3.123974388340968E+09, -7.745488740671662E+09,  3.590002429018035E+08,
2459336.500000000, A.D. 2021-May-02 00:00:00.0000,  3.121962754756661E+09, -7.740880196669601E+09,  3.587946964732265E+08,
2459337.500000000, A.D. 2021-May-03 00:00:00.0000,  3.119951114600464E+09, -7.736271638448274E+09,  3.585891494528675E+08,
2459338.500000000, A.D. 2021-May-04 00:00:00.0000,  3.117939467874591E+09, -7.731663065990190E+09,  3.583836018394256E+08,
2459339.500000000, A.D. 2021-May-05 00:00:00.0000,  3.115927814580471E+09, -7.727054479277060E+09,  3.581780536317234E+08,
2459340.500000000, A.D. 2021-May-06 00:00:00.0000,  3.113916154718702E+09, -7.722445878289981E+09,  3.579725048286963E+08,
2459341.500000000, A.D. 2021-May-07 00:00:00.0000,  3.111904488289041E+09, -7.717837263009607E+09,  3.577669554293866E+08,
2459342.500000000, A.D. 2021-May-08 00:00:00.0000,  3.109892815290426E+09, -7.713228633416303E+09,  3.575614054329152E+08,
2459343.500000000, A.D. 2021-May-09 00:00:00.0000,  3.107881135721029E+09, -7.708619989490269E+09,  3.573558548384790E+08,
2459344.500000000, A.D. 2021-May-10 00:00:00.0000,  3.105869449578321E+09, -7.704011331211657E+09,  3.571503036453266E+08,
2459345.500000000, A.D. 2021-May-11 00:00:00.0000,  3.103857756859144E+09, -7.699402658560650E+09,  3.569447518527527E+08,
2459346.500000000, A.D. 2021-May-12 00:00:00.0000,  3.101846057559795E+09, -7.694793971517511E+09,  3.567391994600782E+08,
2459347.500000000, A.D. 2021-May-13 00:00:00.0000,  3.099834351676098E+09, -7.690185270062641E+09,  3.565336464666438E+08,
2459348.500000000, A.D. 2021-May-14 00:00:00.0000,  3.097822639203478E+09, -7.685576554176579E+09,  3.563280928718004E+08,
2459349.500000000, A.D. 2021-May-15 00:00:00.0000,  3.095810920137029E+09, -7.680967823840034E+09,  3.561225386749039E+08,
2459350.500000000, A.D. 2021-May-16 00:00:00.0000,  3.093799194471568E+09, -7.676359079033871E+09,  3.559169838753071E+08,
2459351.500000000, A.D. 2021-May-17 00:00:00.0000,  3.091787462201692E+09, -7.671750319739106E+09,  3.557114284723558E+08,
2459352.500000000, A.D. 2021-May-18 00:00:00.0000,  3.089775723321813E+09, -7.667141545936895E+09,  3.555058724653878E+08,
2459353.500000000, A.D. 2021-May-19 00:00:00.0000,  3.087763977826202E+09, -7.662532757608520E+09,  3.553003158537288E+08,
2459354.500000000, A.D. 2021-May-20 00:00:00.0000,  3.085752225709012E+09, -7.657923954735358E+09,  3.550947586366906E+08,
2459355.500000000, A.D. 2021-May-21 00:00:00.0000,  3.083740466964301E+09, -7.653315137298882E+09,  3.548892008135743E+08,
2459356.500000000, A.D. 2021-May-22 00:00:00.0000,  3.081728701586056E+09, -7.648706305280619E+09,  3.546836423836665E+08,
2459357.500000000, A.D. 2021-May-23 00:00:00.0000,  3.079716929568200E+09, -7.644097458662152E+09,  3.544780833462386E+08,
2459358.500000000, A.D. 2021-May-24 00:00:00.0000,  3.077705150904605E+09, -7.639488597425089E+09,  3.542725237005525E+08,
2459359.500000000, A.D. 2021-May-25 00:00:00.0000,  3.075693365589098E+09, -7.634879721551045E+09,  3.540669634458547E+08,
2459360.500000000, A.D. 2021-May-26 00:00:00.0000,  3.073681573615465E+09, -7.630270831021636E+09,  3.538614025813828E+08,
2459361.500000000, A.D. 2021-May-27 00:00:00.0000,  3.071669774977453E+09, -7.625661925818457E+09,  3.536558411063628E+08,
2459362.500000000, A.D. 2021-May-28 00:00:00.0000,  3.069657969668769E+09, -7.621053005923072E+09,  3.534502790200119E+08,
2459363.500000000, A.D. 2021-May-29 00:00:00.0000,  3.067646157683078E+09, -7.616444071317001E+09,  3.532447163215380E+08,
2459364.500000000, A.D. 2021-May-30 00:00:00.0000,  3.065634339014003E+09, -7.611835121981716E+09,  3.530391530101423E+08,
2459365.500000000, A.D. 2021-May-31 00:00:00.0000,  3.063622513655118E+09, -7.607226157898617E+09,  3.528335890850210E+08,
2459366.500000000, A.D. 2021-Jun-01 00:00:00.0000,  3.061610681599945E+09, -7.602617179049042E+09,  3.526280245453639E+08,
2459367.500000000, A.D. 2021-Jun-02 00:00:00.0000,  3.059598842841948E+09, -7.598008185414248E+09,  3.524224593903561E+08,
2459368.500000000, A.D. 2021-Jun-03 00:00:00.0000,  3.057586997374527E+09, -7.593399176975413E+09,  3.522168936191807E+08,
2459369.500000000, A.D. 2021-Jun-04 00:00:00.0000,  3.055575145191015E+09, -7.588790153713627E+09,  3.520113272310185E+08,
2459370.500000000, A.D. 2021-Jun-05 00:00:00.0000,  3.053563286284666E+09, -7.584181115609890E+09,  3.518057602250476E+08,
2459371.500000000, A.D. 2021-Jun-06 00:00:00.0000,  3.051551420648654E+09, -7.579572062645107E+09,  3.516001926004472E+08,
2459372.500000000, A.D. 2021-Jun-07 00:00:00.0000,  3.049539548276060E+09, -7.574962994800093E+09,  3.513946243563967E+08,
2459373.500000000, A.D. 2021-Jun-08 00:00:00.0000,  3.047527669159873E+09, -7.570353912055559E+09,  3.511890554920759E+08,
2459374.500000000, A.D. 2021-Jun-09 00:00:00.0000,  3.045515783292973E+09, -7.565744814392129E+09,  3.509834860066662E+08,
2459375.500000000, A.D. 2021-Jun-10 00:00:00.0000,  3.043503890668133E+09, -7.561135701790323E+09,  3.507779158993545E+08,
2459376.500000000, A.D. 2021-Jun-11 00:00:00.0000,  3.041491991278005E+09, -7.556526574230573E+09,  3.505723451693282E+08,
2459377.500000000, A.D. 2021-Jun-12 00:00:00.0000,  3.039480085115116E+09, -7.551917431693211E+09,  3.503667738157787E+08,
2459378.500000000, A.D. 2021-Jun-13 00:00:00.0000,  3.037468172171861E+09, -7.547308274158484E+09,  3.501612018379040E+08,
2459379.500000000, A.D. 2021-Jun-14 00:00:00.0000,  3.035456252440492E+09, -7.542699101606549E+09,  3.499556292349052E+08,
2459380.500000000, A.D. 2021-Jun-15 00:00:00.0000,  3.033444325913113E+09, -7.538089914017481E+09,  3.497500560059896E+08,
2459381.500000000, A.D. 2021-Jun-16 00:00:00.0000,  3.031432392581675E+09, -7.533480711371272E+09,  3.495444821503725E+08,
2459382.500000000, A.D. 2021-Jun-17 00:00:00.0000,  3.029420452437964E+09, -7.528871493647847E+09,  3.493389076672721E+08,
2459383.500000000, A.D. 2021-Jun-18 00:00:00.0000,  3.027408505473595E+09, -7.524262260827056E+09,  3.491333325559168E+08,
2459384.500000000, A.D. 2021-Jun-19 00:00:00.0000,  3.025396551680006E+09, -7.519653012888693E+09,  3.489277568155403E+08,
2459385.500000000, A.D. 2021-Jun-20 00:00:00.0000,  3.023384591048450E+09, -7.515043749812497E+09,  3.487221804453845E+08,
2459386.500000000, A.D. 2021-Jun-21 00:00:00.0000,  3.021372623569987E+09, -7.510434471578164E+09,  3.485166034446979E+08,
2459387.500000000, A.D. 2021-Jun-22 00:00:00.0000,  3.019360649235477E+09, -7.505825178165356E+09,  3.483110258127379E+08,
2459388.500000000, A.D. 2021-Jun-23 00:00:00.0000,  3.017348668035576E+09, -7.501215869553709E+09,  3.481054475487671E+08,
2459389.500000000, A.D. 2021-Jun-24 00:00:00.0000,  3.015336679960726E+09, -7.496606545722854E+09,  3.478998686520591E+08,
2459390.500000000, A.D. 2021-Jun-25 00:00:00.0000,  3.013324685001149E+09, -7.491997206652417E+09,  3.476942891218905E+08,
2459391.500000000, A.D. 2021-Jun-26 00:00:00.0000,  3.011312683146845E+09, -7.487387852322045E+09,  3.474887089575467E+08,
2459392.500000000, A.D. 2021-Jun-27 00:00:00.0000,  3.009300674387583E+09, -7.482778482711421E+09,  3.472831281583185E+08,
2459393.500000000, A.D. 2021-Jun-28 00:00:00.0000,  3.007288658712901E+09, -7.478169097800280E+09,  3.470775467235026E+08,
2459394.500000000, A.D. 2021-Jun-29 00:00:00.0000,  3.005276636112099E+09, -7.473559697568427E+09,  3.468719646523976E+08,
2459395.500000000, A.D. 2021-Jun-30 00:00:00.0000,  3.003264606574242E+09, -7.468950281995768E+09,  3.466663819443059E+08,
2459396.500000000, A.D. 2021-Jul-01 00:00:00.0000,  3.001252570088160E+09, -7.464340851062326E+09,  3.464607985985298E+08,
2459397.500000000, A.D. 2021-Jul-02 00:00:00.0000,  2.999240526642451E+09, -7.459731404748274E+09,  3.462552146143684E+08,
2459398.500000000, A.D. 2021-Jul-03 00:00:00.0000,  2.997228476225487E+09, -7.455121943033959E+09,  3.460496299911203E+08,
2459399.500000000, A.D. 2021-Jul-04 00:00:00.0000,  2.995216418825427E+09, -7.450512465899936E+09,  3.458440447280722E+08,
2459400.500000000, A.D. 2021-Jul-05 00:00:00.0000,  2.993204354430231E+09, -7.445902973327006E+09,  3.456384588245020E+08,
2459401.500000000, A.D. 2021-Jul-06 00:00:00.0000,  2.991192283027682E+09, -7.441293465296245E+09,  3.454328722796693E+08,
2459402.500000000, A.D. 2021-Jul-07 00:00:00.0000,  2.989180204605413E+09, -7.436683941789036E+09,  3.452272850928149E+08,
2459403.500000000, A.D. 2021-Jul-08 00:00:00.0000,  2.987168119150945E+09, -7.432074402787114E+09,  3.450216972631493E+08,
2459404.500000000, A.D. 2021-Jul-09 00:00:00.0000,  2.985156026651735E+09, -7.427464848272601E+09,  3.448161087898531E+08,
2459405.500000000, A.D. 2021-Jul-10 00:00:00.0000,  2.983143927095224E+09, -7.422855278228027E+09,  3.446105196720624E+08,
2459406.500000000, A.D. 2021-Jul-11 00:00:00.0000,  2.981131820468915E+09, -7.418245692636360E+09,  3.444049299088650E+08,
2459407.500000000, A.D. 2021-Jul-12 00:00:00.0000,  2.979119706760444E+09, -7.413636091481028E+09,  3.441993394992929E+08,
2459408.500000000, A.D. 2021-Jul-13 00:00:00.0000,  2.977107585957676E+09, -7.409026474745904E+09,  3.439937484423118E+08,
2459409.500000000, A.D. 2021-Jul-14 00:00:00.0000,  2.975095458048802E+09, -7.404416842415318E+09,  3.437881567368112E+08,
2459410.500000000, A.D. 2021-Jul-15 00:00:00.0000,  2.973083323022446E+09, -7.399807194473999E+09,  3.435825643816071E+08,
2459411.500000000, A.D. 2021-Jul-16 00:00:00.0000,  2.971071180867780E+09, -7.395197530907022E+09,  3.433769713754253E+08,
2459412.500000000, A.D. 2021-Jul-17 00:00:00.0000,  2.969059031574627E+09, -7.390587851699718E+09,  3.431713777169085E+08,
2459413.500000000, A.D. 2021-Jul-18 00:00:00.0000,  2.967046875133558E+09, -7.385978156837555E+09,  3.429657834046121E+08,
2459414.500000000, A.D. 2021-Jul-19 00:00:00.0000,  2.965034711535964E+09, -7.381368446305976E+09,  3.427601884370136E+08,
2459415.500000000, A.D. 2021-Jul-20 00:00:00.0000,  2.963022540774102E+09, -7.376758720090232E+09,  3.425545928125248E+08,
2459416.500000000, A.D. 2021-Jul-21 00:00:00.0000,  2.961010362841088E+09, -7.372148978175171E+09,  3.423489965295010E+08,
2459417.500000000, A.D. 2021-Jul-22 00:00:00.0000,  2.958998177730856E+09, -7.367539220545053E+09,  3.421433995862727E+08,
2459418.500000000, A.D. 2021-Jul-23 00:00:00.0000,  2.956985985438052E+09, -7.362929447183331E+09,  3.419378019811635E+08,
2459419.500000000, A.D. 2021-Jul-24 00:00:00.0000,  2.954973785957883E+09, -7.358319658072502E+09,  3.417322037125235E+08,
2459420.500000000, A.D. 2021-Jul-25 00:00:00.0000,  2.952961579285917E+09, -7.353709853193957E+09,  3.415266047787519E+08,
2459421.500000000, A.D. 2021-Jul-26 00:00:00.0000,  2.950949365417863E+09, -7.349100032527920E+09,  3.413210051783352E+08,
2459422.500000000, A.D. 2021-Jul-27 00:00:00.0000,  2.948937144349325E+09, -7.344490196053406E+09,  3.411154049098597E+08,
2459423.500000000, A.D. 2021-Jul-28 00:00:00.0000,  2.946924916075567E+09, -7.339880343748283E+09,  3.409098039720359E+08,
2459424.500000000, A.D. 2021-Jul-29 00:00:00.0000,  2.944912680591298E+09, -7.335270475589357E+09,  3.407042023637156E+08,
2459425.500000000, A.D. 2021-Jul-30 00:00:00.0000,  2.942900437890493E+09, -7.330660591552515E+09,  3.404986000838852E+08,
2459426.500000000, A.D. 2021-Jul-31 00:00:00.0000,  2.940888187966260E+09, -7.326050691612892E+09,  3.402929971316767E+08,
2459427.500000000, A.D. 2021-Aug-01 00:00:00.0000,  2.938875930810751E+09, -7.321440775745061E+09,  3.400873935063515E+08,
2459428.500000000, A.D. 2021-Aug-02 00:00:00.0000,  2.936863666415118E+09, -7.316830843923212E+09,  3.398817892072949E+08,
2459429.500000000, A.D. 2021-Aug-03 00:00:00.0000,  2.934851394769517E+09, -7.312220896121339E+09,  3.396761842340012E+08,
2459430.500000000, A.D. 2021-Aug-04 00:00:00.0000,  2.932839115863137E+09, -7.307610932313387E+09,  3.394705785860581E+08,
2459431.500000000, A.D. 2021-Aug-05 00:00:00.0000,  2.930826829684258E+09, -7.303000952473397E+09,  3.392649722631273E+08,
2459432.500000000, A.D. 2021-Aug-06 00:00:00.0000,  2.928814536220325E+09, -7.298390956575609E+09,  3.390593652649350E+08,
2459433.500000000, A.D. 2021-Aug-07 00:00:00.0000,  2.926802235458034E+09, -7.293780944594547E+09,  3.388537575912538E+08,
2459434.500000000, A.D. 2021-Aug-08 00:00:00.0000,  2.924789927383412E+09, -7.289170916505089E+09,  3.386481492418900E+08,
2459435.500000000, A.D. 2021-Aug-09 00:00:00.0000,  2.922777611981904E+09, -7.284560872282501E+09,  3.384425402166739E+08,
2459436.500000000, A.D. 2021-Aug-10 00:00:00.0000,  2.920765289238457E+09, -7.279950811902472E+09,  3.382369305154514E+08,
2459437.500000000, A.D. 2021-Aug-11 00:00:00.0000,  2.918752959137589E+09, -7.275340735341116E+09,  3.380313201380739E+08,
2459438.500000000, A.D. 2021-Aug-12 00:00:00.0000,  2.916740621663455E+09, -7.270730642574983E+09,  3.378257090843949E+08,
2459439.500000000, A.D. 2021-Aug-13 00:00:00.0000,  2.914728276799911E+09, -7.266120533581052E+09,  3.376200973542624E+08,
2459440.500000000, A.D. 2021-Aug-14 00:00:00.0000,  2.912715924530560E+09, -7.261510408336720E+09,  3.374144849475203E+08,
2459441.500000000, A.D. 2021-Aug-15 00:00:00.0000,  2.910703564838799E+09, -7.256900266819787E+09,  3.372088718639998E+08,
2459442.500000000, A.D. 2021-Aug-16 00:00:00.0000,  2.908691197707850E+09, -7.252290109008442E+09,  3.370032581035218E+08,
2459443.500000000, A.D. 2021-Aug-17 00:00:00.0000,  2.906678823120802E+09, -7.247679934881243E+09,  3.367976436658936E+08,
2459444.500000000, A.D. 2021-Aug-18 00:00:00.0000,  2.904666441060629E+09, -7.243069744417100E+09,  3.365920285509105E+08,
2459445.500000000, A.D. 2021-Aug-19 00:00:00.0000,  2.902654051510217E+09, -7.238459537595262E+09,  3.363864127583518E+08,
2459446.500000000, A.D. 2021-Aug-20 00:00:00.0000,  2.900641654452377E+09, -7.233849314395288E+09,  3.361807962879853E+08,
2459447.500000000, A.D. 2021-Aug-21 00:00:00.0000,  2.898629249869866E+09, -7.229239074797048E+09,  3.359751791395645E+08,
2459448.500000000, A.D. 2021-Aug-22 00:00:00.0000,  2.896616837745397E+09, -7.224628818780689E+09,  3.357695613128281E+08,
2459449.500000000, A.D. 2021-Aug-23 00:00:00.0000,  2.894604418061648E+09, -7.220018546326638E+09,  3.355639428075013E+08,
2459450.500000000, A.D. 2021-Aug-24 00:00:00.0000,  2.892591990801275E+09, -7.215408257415584E+09,  3.353583236233006E+08,
2459451.500000000, A.D. 2021-Aug-25 00:00:00.0000,  2.890579555946914E+09, -7.210797952028458E+09,  3.351527037599268E+08,
2459452.500000000, A.D. 2021-Aug-26 00:00:00.0000,  2.888567113481191E+09, -7.206187630146430E+09,  3.349470832170701E+08,
2459453.500000000, A.D. 2021-Aug-27 00:00:00.0000,  2.886554663386723E+09, -7.201577291750903E+09,  3.347414619944119E+08,
2459454.500000000, A.D. 2021-Aug-28 00:00:00.0000,  2.884542205646127E+09, -7.196966936823497E+09,  3.345358400916204E+08,
2459455.500000000, A.D. 2021-Aug-29 00:00:00.0000,  2.882529740242019E+09, -7.192356565346040E+09,  3.343302175083537E+08,
2459456.500000000, A.D. 2021-Aug-30 00:00:00.0000,  2.880517267157021E+09, -7.187746177300570E+09,  3.341245942442646E+08,
2459457.500000000, A.D. 2021-Aug-31 00:00:00.0000,  2.878504786373758E+09, -7.183135772669322E+09,  3.339189702989917E+08,
2459458.500000000, A.D. 2021-Sep-01 00:00:00.0000,  2.876492297874866E+09, -7.178525351434721E+09,  3.337133456721687E+08,
2459459.500000000, A.D. 2021-Sep-02 00:00:00.0000,  2.874479801642992E+09, -7.173914913579385E+09,  3.335077203634200E+08,
2459460.500000000, A.D. 2021-Sep-03 00:00:00.0000,  2.872467297660790E+09, -7.169304459086112E+09,  3.333020943723612E+08,
2459461.500000000, A.D. 2021-Sep-04 00:00:00.0000,  2.870454785910933E+09, -7.164693987937881E+09,  3.330964676986032E+08,
2459462.500000000, A.D. 2021-Sep-05 00:00:00.0000,  2.868442266376105E+09, -7.160083500117846E+09,  3.328908403417459E+08,
2459463.500000000, A.D. 2021-Sep-06 00:00:00.0000,  2.866429739039004E+09, -7.155472995609334E+09,  3.326852123013854E+08,
2459464.500000000, A.D. 2021-Sep-07 00:00:00.0000,  2.864417203882347E+09, -7.150862474395846E+09,  3.324795835771103E+08,
2459465.500000000, A.D. 2021-Sep-08 00:00:00.0000,  2.862404660888864E+09, -7.146251936461052E+09,  3.322739541685023E+08,
2459466.500000000, A.D. 2021-Sep-09 00:00:00.0000,  2.860392110041305E+09, -7.141641381788785E+09,  3.320683240751367E+08,
2459467.500000000, A.D. 2021-Sep-10 00:00:00.0000,  2.858379551322435E+09, -7.137030810363050E+09,  3.318626932965841E+08,
2459468.500000000, A.D. 2021-Sep-11 00:00:00.0000,  2.856366984715039E+09, -7.132420222168016E+09,  3.316570618324075E+08,
2459469.500000000, A.D. 2021-Sep-12 00:00:00.0000,  2.854354410201916E+09, -7.127809617188019E+09,  3.314514296821628E+08,
2459470.500000000, A.D. 2021-Sep-13 00:00:00.0000,  2.852341827765885E+09, -7.123198995407557E+09,  3.312457968454037E+08,
2459471.500000000, A.D. 2021-Sep-14 00:00:00.0000,  2.850329237389782E+09, -7.118588356811306E+09,  3.310401633216748E+08,
2459472.500000000, A.D. 2021-Sep-15 00:00:00.0000,  2.848316639056458E+09, -7.113977701384097E+09,  3.308345291105161E+08,
2459473.500000000, A.D. 2021-Sep-16 00:00:00.0000,  2.846304032748783E+09, -7.109367029110946E+09,  3.306288942114601E+08,
2459474.500000000, A.D. 2021-Sep-17 00:00:00.0000,  2.844291418449641E+09, -7.104756339977035E+09,  3.304232586240339E+08,
2459475.500000000, A.D. 2021-Sep-18 00:00:00.0000,  2.842278796141932E+09, -7.100145633967731E+09,  3.302176223477569E+08,
2459476.500000000, A.D. 2021-Sep-19 00:00:00.0000,  2.840266165808572E+09, -7.095534911068579E+09,  3.300119853821440E+08,
2459477.500000000, A.D. 2021-Sep-20 00:00:00.0000,  2.838253527432491E+09, -7.090924171265319E+09,  3.298063477266994E+08,
2459478.500000000, A.D. 2021-Sep-21 00:00:00.0000,  2.836240880996635E+09, -7.086313414543884E+09,  3.296007093809204E+08,
2459479.500000000, A.D. 2021-Sep-22 00:00:00.0000,  2.834228226483965E+09, -7.081702640890418E+09,  3.293950703442969E+08,
2459480.500000000, A.D. 2021-Sep-23 00:00:00.0000,  2.832215563877457E+09, -7.077091850291275E+09,  3.291894306163054E+08,
2459481.500000000, A.D. 2021-Sep-24 00:00:00.0000,  2.830202893160106E+09, -7.072481042733040E+09,  3.289837901964149E+08,
2459482.500000000, A.D. 2021-Sep-25 00:00:00.0000,  2.828190214314927E+09, -7.067870218202538E+09,  3.287781490840807E+08,
2459483.500000000, A.D. 2021-Sep-26 00:00:00.0000,  2.826177527324961E+09, -7.063259376686851E+09,  3.285725072787423E+08,
2459484.500000000, A.D. 2021-Sep-27 00:00:00.0000,  2.824164832173278E+09, -7.058648518173335E+09,  3.283668647798271E+08,
2459485.500000000, A.D. 2021-Sep-28 00:00:00.0000,  2.822152128842989E+09, -7.054037642649639E+09,  3.281612215867400E+08,
2459486.500000000, A.D. 2021-Sep-29 00:00:00.0000,  2.820139417317255E+09, -7.049426750103726E+09,  3.279555776988649E+08,
2459487.500000000, A.D. 2021-Sep-30 00:00:00.0000,  2.818126697579301E+09, -7.044815840523904E+09,  3.277499331155624E+08,
2459488.500000000, A.D. 2021-Oct-01 00:00:00.0000,  2.816113969612441E+09, -7.040204913898835E+09,  3.275442878361616E+08,
2459489.500000000, A.D. 2021-Oct-02 00:00:00.0000,  2.814101233400095E+09, -7.035593970217587E+09,  3.273386418599615E+08,
2459490.500000000, A.D. 2021-Oct-03 00:00:00.0000,  2.812088488925830E+09, -7.030983009469633E+09,  3.271329951862178E+08,
2459491.500000000, A.D. 2021-Oct-04 00:00:00.0000,  2.810075736173394E+09, -7.026372031644908E+09,  3.269273478141460E+08,
2459492.500000000, A.D. 2021-Oct-05 00:00:00.0000,  2.808062975126769E+09, -7.021761036733809E+09,  3.267216997429042E+08,
2459493.500000000, A.D. 2021-Oct-06 00:00:00.0000,  2.806050205770226E+09, -7.017150024727236E+09,  3.265160509715948E+08,
2459494.500000000, A.D. 2021-Oct-07 00:00:00.0000,  2.804037428088400E+09, -7.012538995616599E+09,  3.263104014992523E+08,
2459495.500000000, A.D. 2021-Oct-08 00:00:00.0000,  2.802024642066370E+09, -7.007927949393826E+09,  3.261047513248353E+08,
2459496.500000000, A.D. 2021-Oct-09 00:00:00.0000,  2.800011847689752E+09, -7.003316886051361E+09,  3.258991004472170E+08,
2459497.500000000, A.D. 2021-Oct-10 00:00:00.0000,  2.797999044944799E+09, -6.998705805582139E+09,  3.256934488651824E+08,
2459498.500000000, A.D. 2021-Oct-11 00:00:00.0000,  2.795986233818518E+09, -6.994094707979540E+09,  3.254877965774159E+08,
2459499.500000000, A.D. 2021-Oct-12 00:00:00.0000,  2.793973414298776E+09, -6.989483593237316E+09,  3.252821435825005E+08,
2459500.500000000, A.D. 2021-Oct-13 00:00:00.0000,  2.791960586374407E+09, -6.984872461349496E+09,  3.250764898789124E+08,
2459501.500000000, A.D. 2021-Oct-14 00:00:00.0000,  2.789947750035311E+09, -6.980261312310253E+09,  3.248708354650264E+08,
2459502.500000000, A.D. 2021-Oct-15 00:00:00.0000,  2.787934905272531E+09, -6.975650146113739E+09,  3.246651803391204E+08,
2459503.500000000, A.D. 2021-Oct-16 00:00:00.0000,  2.785922052078285E+09, -6.971038962753901E+09,  3.244595244993854E+08,
2459504.500000000, A.D. 2021-Oct-17 00:00:00.0000,  2.783909190445973E+09, -6.966427762224270E+09,  3.242538679439468E+08,
2459505.500000000, A.D. 2021-Oct-18 00:00:00.0000,  2.781896320370126E+09, -6.961816544517755E+09,  3.240482106708784E+08,
2459506.500000000, A.D. 2021-Oct-19 00:00:00.0000,  2.779883441846297E+09, -6.957205309626436E+09,  3.238425526782384E+08,
2459507.500000000, A.D. 2021-Oct-20 00:00:00.0000,  2.777870554870914E+09, -6.952594057541380E+09,  3.236368939640861E+08,
2459508.500000000, A.D. 2021-Oct-21 00:00:00.0000,  2.775857659441076E+09, -6.947982788252510E+09,  3.234312345265222E+08,
2459509.500000000, A.D. 2021-Oct-22 00:00:00.0000,  2.773844755554330E+09, -6.943371501748514E+09,  3.232255743637094E+08,
2459510.500000000, A.D. 2021-Oct-23 00:00:00.0000,  2.771831843208426E+09, -6.938760198016822E+09,  3.230199134738989E+08,
2459511.500000000, A.D. 2021-Oct-24 00:00:00.0000,  2.769818922401081E+09, -6.934148877043633E+09,  3.228142518554492E+08,
2459512.500000000, A.D. 2021-Oct-25 00:00:00.0000,  2.767805993129759E+09, -6.929537538814019E+09,  3.226085895068378E+08,
2459513.500000000, A.D. 2021-Oct-26 00:00:00.0000,  2.765793055391503E+09, -6.924926183312037E+09,  3.224029264266677E+08,
2459514.500000000, A.D. 2021-Oct-27 00:00:00.0000,  2.763780109182786E+09, -6.920314810520906E+09,  3.221972626136608E+08,
2459515.500000000, A.D. 2021-Oct-28 00:00:00.0000,  2.761767154499434E+09, -6.915703420423183E+09,  3.219915980666609E+08,
2459516.500000000, A.D. 2021-Oct-29 00:00:00.0000,  2.759754191336574E+09, -6.911092013000934E+09,  3.217859327846146E+08,
2459517.500000000, A.D. 2021-Oct-30 00:00:00.0000,  2.757741219688638E+09, -6.906480588235903E+09,  3.215802667665606E+08,
2459518.500000000, A.D. 2021-Oct-31 00:00:00.0000,  2.755728239549395E+09, -6.901869146109671E+09,  3.213746000116153E+08,
2459519.500000000, A.D. 2021-Nov-01 00:00:00.0000,  2.753715250912000E+09, -6.897257686603769E+09,  3.211689325189533E+08,
2459520.500000000, A.D. 2021-Nov-02 00:00:00.0000,  2.751702253769066E+09, -6.892646209699789E+09,  3.209632642877946E+08,
2459521.500000000, A.D. 2021-Nov-03 00:00:00.0000,  2.749689248112751E+09, -6.888034715379455E+09,  3.207575953173943E+08,
2459522.500000000, A.D. 2021-Nov-04 00:00:00.0000,  2.747676233934831E+09, -6.883423203624676E+09,  3.205519256070237E+08,
