            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2459004.500000000, A.D. 2020-Jun-04 00:00:00.0000, -4.292755615659137E+07, -1.455663999817972E+08,  6.585805821068585E+03,
2459005.500000000, A.D. 2020-Jun-05 00:00:00.0000, -4.049581709463420E+07, -1.462827756859704E+08,  6.700375283904374E+03,
2459006.500000000, A.D. 2020-Jun-06 00:00:00.0000, -3.805272427228784E+07, -1.469579509580702E+08,  6.823620711229742E+03,
2459007.500000000, A.D. 2020-Jun-07 00:00:00.0000, -3.559890945030790E+07, -1.475917689570448E+08,  6.949517238035798E+03,
2459008.500000000, A.D. 2020-Jun-08 00:00:00.0000, -3.313500679858129E+07, -1.481840662151159E+08,  7.072069058202207E+03,
2459009.500000000, A.D. 2020-Jun-09 00:00:00.0000, -3.066165784906795E+07, -1.487346748074490E+08,  7.185780001133680E+03,
2459010.500000000, A.D. 2020-Jun-10 00:00:00.0000, -2.817951478155747E+07, -1.492434258117450E+08,  7.285968492694199E+03,
2459011.500000000, A.D. 2020-Jun-11 00:00:00.0000, -2.568924195738995E+07, -1.497101530658666E+08,  7.368920493826270E+03,
2459012.500000000, A.D. 2020-Jun-12 00:00:00.0000, -2.319151608325170E+07, -1.501346964980174E+08,  7.431916686050594E+03,
2459013.500000000, A.D. 2020-Jun-13 00:00:00.0000, -2.068702556413073E+07, -1.505169046943225E+08,  7.473185915857553E+03,
2459014.500000000, A.D. 2020-Jun-14 00:00:00.0000, -1.817646955383315E+07, -1.508566366937010E+08,  7.491831752628088E+03,
2459015.500000000, A.D. 2020-Jun-15 00:00:00.0000, -1.566055705563757E+07, -1.511537631913526E+08,  7.487764360234141E+03,
2459016.500000000, A.D. 2020-Jun-16 00:00:00.0000, -1.314000625669641E+07, -1.514081674075543E+08,  7.461654184162617E+03,
2459017.500000000, A.D. 2020-Jun-17 00:00:00.0000, -1.061554413717341E+07, -1.516197458815567E+08,  7.414910792797804E+03,
2459018.500000000, A.D. 2020-Jun-18 00:00:00.0000, -8.087906282957565E+06, -1.517884094146385E+08,  7.349679915368557E+03,
2459019.500000000, A.D. 2020-Jun-19 00:00:00.0000, -5.557836741828849E+06, -1.519140843251548E+08,  7.268843605637550E+03,
2459020.500000000, A.D. 2020-Jun-20 00:00:00.0000, -3.026087695432354E+06, -1.519967140906148E+08,  7.176002377465367E+03,
2459021.500000000, A.D. 2020-Jun-21 00:00:00.0000, -4.934186846752451E+05, -1.520362613342390E+08,  7.075415169917047E+03,
2459022.500000000, A.D. 2020-Jun-22 00:00:00.0000,  2.039404854033131E+06, -1.520327099747323E+08,  6.971875099726021E+03,
2459023.500000000, A.D. 2020-Jun-23 00:00:00.0000,  4.571613891158700E+06, -1.519860672279829E+08,  6.870507831335068E+03,
2459024.500000000, A.D. 2020-Jun-24 00:00:00.0000,  7.102438932273195E+06, -1.518963650746768E+08,  6.776494554318488E+03,
2459025.500000000, A.D. 2020-Jun-25 00:00:00.0000,  9.631113768007968E+06, -1.517636608292671E+08,  6.694739230059087E+03,
2459026.500000000, A.D. 2020-Jun-26 00:00:00.0000,  1.215687948592850E+07, -1.515880365681667E+08,  6.629513940252364E+03,
